algorithm_version,doi,doi_resolver,evidence,free_fulltext_url,is_boai_license,is_free_to_read,is_subscription_journal,license,oa_color,title,url
2,10.1002/evan.21555,crossref,open (via page says license),https://onlinelibrary.wiley.com/doi/pdfdirect/10.1002/evan.21555,FALSE,TRUE,TRUE,cc-by-nc-nd,hybrid,The role of play objects and object play in human cognitive evolution and innovation,https://doi.org/10.1002/evan.21555
2,10.1007/978-3-319-70063-2_40,crossref,NA,NA,FALSE,FALSE,TRUE,NA,closed,The cell niches reproducing surface structure,https://doi.org/10.1007/978-3-319-70063-2_40
2,10.1111/nph.14860,crossref,open (via free article),https://nph.onlinelibrary.wiley.com/doi/pdfdirect/10.1111/nph.14860,FALSE,TRUE,TRUE,NA,bronze,The Sphagnome Project: enabling ecological and evolutionary insights through a genus-level sequencing project,https://doi.org/10.1111/nph.14860
2,10.31341/jios.42.1.5,crossref,open (via page says license),https://jios.foi.hr/index.php/jios/article/view/1081/795,FALSE,TRUE,FALSE,cc-by-nc-nd,gold,The Use of Support Vector Machines When Designing a User-Defined Niche Search Engine,https://doi.org/10.31341/jios.42.1.5
2,10.1016/j.pecon.2017.08.006,crossref,open (via page says license),https://doi.org/10.1016/j.pecon.2017.08.006,FALSE,TRUE,FALSE,cc-by-nc-nd,gold,Humans as niche constructors: Revisiting the concept of chronic anthropogenic disturbances in ecology,https://doi.org/10.1016/j.pecon.2017.08.006
2,10.1075/fol.15046.pol,crossref,NA,NA,FALSE,FALSE,TRUE,NA,closed,Adapting to survive,https://doi.org/10.1075/fol.15046.pol
2,10.1075/is.17025.sin,crossref,NA,NA,FALSE,FALSE,TRUE,NA,closed,"Praxis, symbol and language",https://doi.org/10.1075/is.17025.sin
2,10.4018/ijt.2018010104,crossref,NA,NA,FALSE,FALSE,TRUE,NA,closed,The Diffusion of Ignorance in On-Line Communities,https://doi.org/10.4018/ijt.2018010104
2,10.3233/jifs-169370,crossref,NA,NA,FALSE,FALSE,TRUE,NA,closed,"AWNG-BP prediction technique study based on nonlinear combination – A case study of prediction of food supply chain in rural areas of Hubei Province, China",https://doi.org/10.3233/jifs-169370
2,10.3906/zoo-1803-26,crossref,open (via free pdf),https://doi.org/10.3906/zoo-1803-26,FALSE,TRUE,TRUE,NA,bronze,"Modeling the potential geographic distribution of the poorly known Neotropical lizard Anotosaura vanzolinia Dixon, 1974 (Squamata, Gymnophthalmidae) in Northeast Brazil",https://doi.org/10.3906/zoo-1803-26
2,10.1017/9781316676974.010,crossref,NA,NA,FALSE,FALSE,TRUE,NA,closed,Genetic Biases in Language: Computer Models and Experimental Approaches,https://doi.org/10.1017/9781316676974.010
2,10.1002/bies.201600265,crossref,NA,NA,FALSE,FALSE,TRUE,NA,closed,Unmodern Synthesis: Developmental Hierarchies and the Origin of Phenotypes,https://doi.org/10.1002/bies.201600265
2,10.1071/am17022,crossref,NA,NA,FALSE,FALSE,TRUE,NA,closed,Mammal conservation and invasive species control in Australia: harnessing a potential extinction machine,https://doi.org/10.1071/am17022
2,10.1007/978-3-319-96661-8_11,crossref,NA,NA,FALSE,FALSE,TRUE,NA,closed,Evolutionary Development and the VCRIS Model of Natural Selection,https://doi.org/10.1007/978-3-319-96661-8_11
2,10.1007/s11625-017-0513-6,crossref,oa repository (via OAI-PMH title and first author match),http://discovery.ucl.ac.uk/10038713/1/Sustainability%20science-%20modelling%20socio%20ecological%20anthropocene%20Ellis%20et%20al%202017.pdf,TRUE,TRUE,TRUE,cc-by,green,Evolving the Anthropocene: linking multi-level selection with long-term social–ecological change,https://doi.org/10.1007/s11625-017-0513-6
2,10.1007/s12053-017-9547-y,crossref,open (via page says license),https://link.springer.com/content/pdf/10.1007%2Fs12053-017-9547-y.pdf,TRUE,TRUE,TRUE,cc-by,hybrid,"Innovation, low energy buildings and intermediaries in Europe: systematic case study review",https://doi.org/10.1007/s12053-017-9547-y
2,10.1016/j.quaint.2018.04.016,crossref,oa repository (via OAI-PMH doi match),https://research-repository.st-andrews.ac.uk/bitstream/10023/17488/1/Hambrecht_2013_QI_DONOP_AAM.pdf,FALSE,TRUE,TRUE,NA,green,Archaeological sites as Distributed Long-term Observing Networks of the Past (DONOP),https://doi.org/10.1016/j.quaint.2018.04.016
2,10.5593/sgem2018/3.1/s12.027,crossref,NA,NA,FALSE,FALSE,TRUE,NA,closed,DISTRIBUTION OF ENDEMIC CRUSTACEANS FROM THE LAKE BAIKAL TO THE YENISEI RIVER,https://doi.org/10.5593/sgem2018/3.1/s12.027
2,10.1007/978-1-4939-8697-2_10,crossref,NA,NA,FALSE,FALSE,TRUE,NA,closed,Quantitative Analysis of Intestinal Stem Cell Dynamics Using Microfabricated Cell Culture Arrays,https://doi.org/10.1007/978-1-4939-8697-2_10
2,10.21664/2238-8869.2018v7i3,crossref,oa journal (via doaj),https://doi.org/10.21664/2238-8869.2018v7i3,FALSE,TRUE,FALSE,cc-by-nc,gold,NA,https://doi.org/10.21664/2238-8869.2018v7i3
2,10.1201/9781351069694,crossref,NA,NA,FALSE,FALSE,TRUE,NA,closed,Animal Models in Medical Mycology,https://doi.org/10.1201/9781351069694
2,10.4067/s0719-26812018000200087,crossref,open (via page says license),https://scielo.conicyt.cl/pdf/rda/n56/0719-2681-rda-56-00087.pdf,FALSE,TRUE,FALSE,cc-by-nc,gold,"ARRIBA DEL CERRO O SOBRE EL HUMEDAL: PRODUCCIÓN DE NATURALEZA Y EXPANSIÓN INMOBILIARIA EN CIUDADES MARINAS Y FLUVIALES. EL CASO DE VALPARAÍSO Y VALDIVIA, CHILE",https://doi.org/10.4067/s0719-26812018000200087
2,10.1016/j.jip.2017.12.002,crossref,NA,NA,FALSE,FALSE,TRUE,NA,closed,"Comparative transcriptome and gene co-expression network analysis reveal genes and signaling pathways adaptively responsive to varied adverse stresses in the insect fungal pathogen, Beauveria bassiana",https://doi.org/10.1016/j.jip.2017.12.002
2,10.24852/pa2018.2.24.150.167,crossref,open (via page says license),http://archaeologie.pro/download/24/11.pdf,FALSE,TRUE,FALSE,cc-by-sa,gold,Carved Stones of Chufut-Kale Ancient Fortified Settlement,https://doi.org/10.24852/pa2018.2.24.150.167
2,10.17323/727-0634-2018-16-4-611-626,crossref,NA,NA,FALSE,FALSE,TRUE,NA,closed,"Формы взаимодействия низкоквалифицированных трудовых мигрантов и работодателей в принимающих обществах (на примере Греции, России и Франции)",https://doi.org/10.17323/727-0634-2018-16-4-611-626
2,10.21122/1029-7448-2018-61-2-141-158,crossref,open (via page says license),https://energy.bntu.by/jour/article/download/1195/1161,TRUE,TRUE,FALSE,cc-by,gold,SOME SPECIFIC FEATURES OF ENERGY CONSUMPTION IN MODERN RESIDENTIAL BUILDINGS,https://doi.org/10.21122/1029-7448-2018-61-2-141-158
2,10.22616/j.landarchart.2018.12.07,crossref,open (via free pdf),https://doi.org/10.22616/j.landarchart.2018.12.07,FALSE,TRUE,FALSE,NA,gold,Impact of Catholic Monastery Church Building on Cistercian Monastery Formation in Livonia and the State of the Teutonic Order during 13th and 14th Century,https://doi.org/10.22616/j.landarchart.2018.12.07
2,10.1108/rjta-02-2018-0015,crossref,NA,NA,FALSE,FALSE,TRUE,NA,closed,Heritage narratives in the digital era,https://doi.org/10.1108/rjta-02-2018-0015
2,10.1108/rjta-03-2018-0023,crossref,oa repository (via OAI-PMH title and first author match),http://ualresearchonline.arts.ac.uk/13190/1/researchjournaloftextileandapparel.pdf,FALSE,TRUE,TRUE,NA,green,Fashion 4.0. Innovating fashion industry through digital transformation,https://doi.org/10.1108/rjta-03-2018-0023
2,10.24193/mjcst.2018.6.01,crossref,open (via free pdf),https://www.metacriticjournal.com/getfile/00000172/1.-MJCST_4.2_final_Steven-Smith.pdf,FALSE,TRUE,FALSE,NA,gold,Braided Environments. A Call to Explore Rhetoric and Materiality through Augmentative Technologies,https://doi.org/10.24193/mjcst.2018.6.01
2,10.24193/mjcst.2018.6.04,crossref,open (via free pdf),https://www.metacriticjournal.com/getfile/00000175/4. MJCST_4.2_final_Mihnea_Balici.pdf,FALSE,TRUE,FALSE,NA,gold,The Emergence of Quantitative Studies. Actual Functionalities and the Romanian Case,https://doi.org/10.24193/mjcst.2018.6.04
2,10.1386/tear.16.3.377_1,crossref,NA,NA,FALSE,FALSE,TRUE,NA,closed,The anthropocosmic vision of mixed reality: Taking HCI artwork Flow of Qi (2007) as a case study,https://doi.org/10.1386/tear.16.3.377_1
2,10.16893/ijbtc.2018.12.28.2.87,crossref,NA,NA,FALSE,FALSE,TRUE,NA,closed,Remarks on the 3DCG Visualization of Lost Buddhist Temples,https://doi.org/10.16893/ijbtc.2018.12.28.2.87
2,10.17159/2224-7912/2018/v58n4-2a7,crossref,open (via page says license),http://www.scielo.org.za/pdf/tvg/v58n4-2/07.pdf,TRUE,TRUE,FALSE,cc-by,gold,"The aesthetic disposition as psychotherapeutic quality in a mainly apathetic, digitalised environment",https://doi.org/10.17159/2224-7912/2018/v58n4-2a7
2,10.1525/jpms.2018.300411,crossref,NA,NA,FALSE,FALSE,TRUE,NA,closed,Quantitative Sentiment Analysis of Lyrics in Popular Music,https://doi.org/10.1525/jpms.2018.300411
2,10.1145/3230670,crossref,oa repository (via OAI-PMH title and first author match),http://publications.idiap.ch/downloads/papers/2018/Can_ACMJOCCH_2018.pdf,FALSE,TRUE,TRUE,NA,green,How to Tell Ancient Signs Apart? Recognizing and Visualizing Maya Glyphs with CNNs,https://doi.org/10.1145/3230670
2,10.1002/bewi.201801941,crossref,open (via free article),https://onlinelibrary.wiley.com/doi/pdfdirect/10.1002/bewi.201801941,FALSE,TRUE,TRUE,NA,bronze,Und am Ende kümmerten sie sich um das Wissenschaftsmuseum…,https://doi.org/10.1002/bewi.201801941
2,10.1093/llc/fqy008,crossref,NA,NA,FALSE,FALSE,TRUE,NA,closed,"Digital Humanities in Poland from the Perspective of the Historical Linguist of the Polish Language: Achievements, Needs, Demands",https://doi.org/10.1093/llc/fqy008
2,10.1007/s40647-018-0230-2,crossref,NA,NA,FALSE,FALSE,TRUE,NA,closed,Too Much Information and the KWIC,https://doi.org/10.1007/s40647-018-0230-2
2,10.1109/tip.2018.2865674,crossref,oa repository (via OAI-PMH title and first author match),http://arxiv.org/pdf/1801.06510,FALSE,TRUE,TRUE,NA,green,Image Provenance Analysis at Scale,https://doi.org/10.1109/tip.2018.2865674
2,10.1515/libri-2018-0033,crossref,NA,NA,FALSE,FALSE,TRUE,NA,closed,Knowledge and Skills Competencies for Humanities Librarians Supporting Postgraduate Students,https://doi.org/10.1515/libri-2018-0033
2,10.1007/s40647-018-0222-2,crossref,open (via page says license),https://link.springer.com/content/pdf/10.1007%2Fs40647-018-0222-2.pdf,TRUE,TRUE,TRUE,cc-by,hybrid,"Transacting Memory in the Digital Age: Modernity, Fluidity and Immateriality",https://doi.org/10.1007/s40647-018-0222-2
2,10.1215/23290048-7257028,crossref,NA,NA,FALSE,FALSE,TRUE,NA,closed,Geographic Distribution and Change in Tang Poetry: Data Analysis from the “Chronological Map of Tang-Song Literature”,https://doi.org/10.1215/23290048-7257028
2,10.1215/23290048-7257054,crossref,NA,NA,FALSE,FALSE,TRUE,NA,closed,New Frontiers of Electronic Textual Research in the Humanities: Investigating Classical Allusions in Chinese Poetry through Digital Methods,https://doi.org/10.1215/23290048-7257054
2,10.1055/s-0038-1675822,crossref,NA,NA,FALSE,FALSE,TRUE,NA,closed,Self-Anamnesis with a Conversational User Interface: Concept and Usability Study,https://doi.org/10.1055/s-0038-1675822
2,10.1163/15700739-07004003,crossref,NA,NA,FALSE,FALSE,TRUE,NA,closed,Die Digitalisierung und „das Digitale“,https://doi.org/10.1163/15700739-07004003
2,10.1163/15700739-07004009,crossref,NA,NA,FALSE,FALSE,TRUE,NA,closed,"Fotis Jannidis/Hubertus Kohle/Malte Rehbein (Hg.): Digital Humanities. Eine Einführung, Stuttgart: J. B. Metzler Verlag 2017, 370 S.",https://doi.org/10.1163/15700739-07004009
2,10.1109/mcg.2018.2874556,crossref,oa repository (semantic scholar lookup),http://pdfs.semanticscholar.org/c376/8acfb1a56cd5a8078bdcb747c3741ac69b51.pdf,FALSE,TRUE,TRUE,NA,green,Special Issue: Visualization Connections,https://doi.org/10.1109/mcg.2018.2874556
2,10.1109/mcg.2018.2878900,crossref,NA,NA,FALSE,FALSE,TRUE,NA,closed,Visualization and the Digital Humanities:,https://doi.org/10.1109/mcg.2018.2878900
2,10.7238/a.v0i22.3263,crossref,open (via free pdf),https://doi.org/10.7238/a.v0i22.3263,FALSE,TRUE,FALSE,NA,gold,Cinco ejes para pensar las humanidades digitales como proyecto de un nuevo humanismo digital,https://doi.org/10.7238/a.v0i22.3263
2,10.7238/a.v0i22.3218,crossref,open (via free pdf),https://doi.org/10.7238/a.v0i22.3218,FALSE,TRUE,FALSE,NA,gold,La transformación del proceso de investigación en historia de la arquitectura con el uso de las tecnologías digitales,https://doi.org/10.7238/a.v0i22.3218
2,10.7238/a.v0i22.3233,crossref,open (via free pdf),https://doi.org/10.7238/a.v0i22.3233,FALSE,TRUE,FALSE,NA,gold,Heterocronicidad. Cronos a debate,https://doi.org/10.7238/a.v0i22.3233
2,10.7238/a.v0i22.3240,crossref,open (via free pdf),https://doi.org/10.7238/a.v0i22.3240,FALSE,TRUE,FALSE,NA,gold,"El análisis del campo del arte desde las humanidades digitales, una propuesta teórico-metodológica (1970-2017)",https://doi.org/10.7238/a.v0i22.3240
2,10.1515/bfp-2018-0061,crossref,oa repository (via OAI-PMH doi match),https://pub.uni-bielefeld.de/download/2932509/2932510/bfp-2018-0061_v1%20Kopie.pdf,TRUE,TRUE,TRUE,cc-by,green,Are Academic Libraries Changing Fast Enough?,https://doi.org/10.1515/bfp-2018-0061
2,10.1515/bfp-2018-0056,crossref,open (via free pdf),http://www.degruyter.com/downloadpdf/j/bfup.2018.42.issue-3/bfp-2018-0056/bfp-2018-0056.xml,TRUE,TRUE,TRUE,cc-by,hybrid,HIRMEOS,https://doi.org/10.1515/bfp-2018-0056
2,10.1037/hop0000067,crossref,oa repository (via OAI-PMH title and first author match),http://psyarxiv.com/5pcvu//download,FALSE,TRUE,TRUE,NA,green,Framing Psychology as a Discipline (1950–1999): A Large-Scale Term Co-Occurrence Analysis of Scientific Literature in Psychology.,https://doi.org/10.1037/hop0000067
2,10.1037/hop0000108,crossref,NA,NA,FALSE,FALSE,TRUE,NA,closed,A perspective from the history of scientific journals.,https://doi.org/10.1037/hop0000108
2,10.1016/j.acalib.2018.09.020,crossref,NA,NA,FALSE,FALSE,TRUE,NA,closed,The “Collage Effect” – Against Filter Bubbles: Interdisciplinary Approaches to Combating the Pitfalls of Information Technology,https://doi.org/10.1016/j.acalib.2018.09.020
2,10.1016/j.culher.2018.04.014,crossref,NA,NA,FALSE,FALSE,TRUE,NA,closed,Construction and comparison of 3D multi-source multi-band models for cultural heritage applications,https://doi.org/10.1016/j.culher.2018.04.014
2,10.3390/ijgi7110452,crossref,open (via page says license),https://www.mdpi.com/2220-9964/7/11/452/pdf,TRUE,TRUE,FALSE,cc-by,gold,"Place versus Space: From Points, Lines and Polygons in GIS to Place-Based Representations Reflecting Language and Culture",https://doi.org/10.3390/ijgi7110452
2,10.1111/lic3.12496,crossref,NA,NA,FALSE,FALSE,TRUE,NA,closed,What ish my network? Introducing MACMORRIS: Digitising cultural activity and collaborative networks in early modern Ireland,https://doi.org/10.1111/lic3.12496
2,10.7238/a.v0i22.3219,crossref,open (via free pdf),https://doi.org/10.7238/a.v0i22.3219,FALSE,TRUE,FALSE,NA,gold,Towards the post-Digital in the Humanities? NACMM and Platform HARAKAT as case studies,https://doi.org/10.7238/a.v0i22.3219
2,10.7238/a.v0i22.3238,crossref,open (via free pdf),https://doi.org/10.7238/a.v0i22.3238,FALSE,TRUE,FALSE,NA,gold,La multidisciplinariedad en la creación de corpus históricos: El caso de Post Scriptum,https://doi.org/10.7238/a.v0i22.3238
2,10.1111/ssqu.12531,crossref,NA,NA,FALSE,FALSE,TRUE,NA,closed,Emerging Research Communities of Practice Versus the Popular Vision of Interdisciplinarity? Insights from Digital Research in the United Kingdom*,https://doi.org/10.1111/ssqu.12531
2,10.1515/arcadia-2018-0028,crossref,NA,NA,FALSE,FALSE,TRUE,NA,closed,On Writing a Comparative Literary History: Delocalizing Minor Literatures in European Languages in the Age of ‘Big Data’,https://doi.org/10.1515/arcadia-2018-0028
2,10.1037/hop0000112,crossref,NA,NA,FALSE,FALSE,TRUE,NA,closed,"Digital methods can help you . . . If you’re careful, critical, and not historiographically naïve.",https://doi.org/10.1037/hop0000112
2,10.1037/hop0000107,crossref,NA,NA,FALSE,FALSE,TRUE,NA,closed,Digital humanism.,https://doi.org/10.1037/hop0000107
2,10.1037/hop0000093,crossref,NA,NA,FALSE,FALSE,TRUE,NA,closed,Digital history of psychology takes flight.,https://doi.org/10.1037/hop0000093
2,10.1037/hop0000113,crossref,NA,NA,FALSE,FALSE,TRUE,NA,closed,Digital humanities as the historian’s Trojan horse: Response to commentary in the special section on digital history.,https://doi.org/10.1037/hop0000113
2,10.1007/s00799-018-0242-1,crossref,NA,NA,FALSE,FALSE,TRUE,NA,closed,Neural ParsCit: a deep learning-based reference string parser,https://doi.org/10.1007/s00799-018-0242-1
2,10.1177/0040571x18794139,crossref,oa repository (via OAI-PMH doi match),http://dro.dur.ac.uk/25397/1/25397.pdf,FALSE,TRUE,TRUE,NA,green,The pixelated text: Reading the Bible within digital culture,https://doi.org/10.1177/0040571x18794139
2,10.1177/2158244018807572,crossref,open (via page says license),https://journals.sagepub.com/doi/pdf/10.1177/2158244018807572,TRUE,TRUE,FALSE,cc-by,gold,"Hubbard Bubble, Dianetics Trouble: An Evaluation of the Representations of Dianetics and Scientology in Science Fiction Magazines From 1949 to 1999",https://doi.org/10.1177/2158244018807572
2,10.1080/1472586x.2019.1589387,crossref,NA,NA,FALSE,FALSE,TRUE,NA,closed,Visual power: review of image-based methodologies and subsequent development/uses of the Fotofeedback Method™,https://doi.org/10.1080/1472586x.2019.1589387
2,10.22201/iibi.24488321xe.2018.77.58005,crossref,open (via page says license),http://rev-ib.unam.mx/ib/index.php/ib/article/download/58005/51946,FALSE,TRUE,FALSE,cc-by-nc-nd,gold,Gestor de contenidos de código abierto para archivos digitales sonoros que preservan materiales de investigación,https://doi.org/10.22201/iibi.24488321xe.2018.77.58005
2,10.5944/openpraxis.10.4.905,crossref,open (via page says license),https://openpraxis.org/index.php/OpenPraxis/article/download/905/499,TRUE,TRUE,FALSE,cc-by,gold,Scoping the nascent: An analysis of K-12 OER research 2012-2017,https://doi.org/10.5944/openpraxis.10.4.905
2,10.1017/s0010417518000373,crossref,NA,NA,FALSE,FALSE,TRUE,NA,closed,"Integration and Identities: The Effects of Time, Migrant Networks, and Political Crises on Germans in the United States",https://doi.org/10.1017/s0010417518000373
2,10.1111/hic3.12492,crossref,NA,NA,FALSE,FALSE,TRUE,NA,closed,"Digital humanities, digital methods, digital history, and digital outputs: History writing and the digital revolution",https://doi.org/10.1111/hic3.12492
2,10.3366/ijhac.2018.0220,crossref,oa repository (via OAI-PMH doi match),https://eprints.lancs.ac.uk/id/eprint/89167/1/IJHAC_REVISEDTaylorGregoryDonaldson_Sound.pdf,FALSE,TRUE,TRUE,NA,green,Combining Close and Distant Reading: A Multiscalar Analysis of the English Lake District's Historical Soundscape,https://doi.org/10.3366/ijhac.2018.0220
2,10.3366/ijhac.2018.0222,crossref,oa repository (via OAI-PMH title and first author match),https://pureadmin.qub.ac.uk/ws/files/159681044/IJHAC_Porter_et_al_OA.pdf,FALSE,TRUE,TRUE,NA,green,Space and Time in 100 Million Words: Health and Disease in a Nineteenth-century Newspaper,https://doi.org/10.3366/ijhac.2018.0222
2,10.1632/pmla.2018.133.5.1207,crossref,NA,NA,FALSE,FALSE,TRUE,NA,closed,"Aggregation, Public Criticism, and the History of Reading Big Data",https://doi.org/10.1632/pmla.2018.133.5.1207
2,10.3366/ijhac.2018.0216,crossref,oa repository (via OAI-PMH doi match),https://pureadmin.qub.ac.uk/ws/files/161529342/IJHACGuestEditorIntro_CPorter_12.2_OA.pdf,FALSE,TRUE,TRUE,NA,green,Introduction: The Importance of Place and Openness in Spatial Humanities Research,https://doi.org/10.3366/ijhac.2018.0216
2,10.3366/ijhac.2018.0219,crossref,NA,NA,FALSE,FALSE,TRUE,NA,closed,‘The Empire Strikes Back’ ?: HGIS de las Indias and the Postcolonial Death Star,https://doi.org/10.3366/ijhac.2018.0219
2,10.1177/1354856518772029,crossref,oa repository (via OAI-PMH doi match),https://kclpure.kcl.ac.uk/portal/files/93857881/The_academic_book_and_SPENCE_Accepted14February2018_GREEN_AAM.pdf,FALSE,TRUE,TRUE,NA,green,The academic book and its digital dilemmas,https://doi.org/10.1177/1354856518772029
2,10.1177/1354856518780457,crossref,oa repository (semantic scholar lookup),http://pdfs.semanticscholar.org/743f/7c152f06453bef34be99d79b4a991e06c39c.pdf,FALSE,TRUE,TRUE,NA,green,The equivalence of books,https://doi.org/10.1177/1354856518780457
2,10.1017/apa.2018.27,crossref,oa repository (via OAI-PMH doi match),http://eprints.gla.ac.uk/165209/14/165209.pdf,FALSE,TRUE,TRUE,NA,green,Technological Seduction and Self-Radicalization,https://doi.org/10.1017/apa.2018.27
2,10.1007/s40647-018-0216-0,crossref,open (via page says license),https://link.springer.com/content/pdf/10.1007%2Fs40647-018-0216-0.pdf,TRUE,TRUE,TRUE,cc-by,hybrid,Cultural Diversity and the Digital Humanities,https://doi.org/10.1007/s40647-018-0216-0
2,10.1016/j.gloenvcha.2018.07.011,crossref,open (via crossref license),https://doi.org/10.1016/j.gloenvcha.2018.07.011,TRUE,TRUE,TRUE,cc-by,hybrid,Smart Earth: A meta-review and implications for environmental governance,https://doi.org/10.1016/j.gloenvcha.2018.07.011
2,10.2979/histmemo.30.2.02,crossref,NA,NA,FALSE,FALSE,TRUE,NA,closed,"“Ask the Assyrians, Armenians, Kurds”: Transcultural Memory and Nationalism in Greek Historical Discourse on Turkey",https://doi.org/10.2979/histmemo.30.2.02
2,10.1111/lic3.12487,crossref,NA,NA,FALSE,FALSE,TRUE,NA,closed,Victorian roots and branches: “The statistical century” as foundation to the digital humanities,https://doi.org/10.1111/lic3.12487
2,10.1515/sem-2016-0223,crossref,NA,NA,FALSE,FALSE,TRUE,NA,closed,A report on the reports of the stanford literary lab: a reason why the digital humanities may find it difficult to change literary history,https://doi.org/10.1515/sem-2016-0223
2,10.1353/emw.2018.0059,crossref,NA,NA,FALSE,FALSE,TRUE,NA,closed,Studying Early Modern Women Writers: The Digital Humanities Turn,https://doi.org/10.1353/emw.2018.0059
2,10.1590/2318-08892018000300004,crossref,open (via page says license),http://www.scielo.br/pdf/tinf/v30n3/0103-3786-tinf-30-03-00314.pdf,TRUE,TRUE,FALSE,cc-by,gold,"Patrimônio natural, documentação e pesquisa",https://doi.org/10.1590/2318-08892018000300004
2,10.1353/aq.2018.0027,crossref,NA,NA,FALSE,FALSE,TRUE,NA,closed,From Transformative Works to #transformDH: Digital Humanities as (Critical) Fandom,https://doi.org/10.1353/aq.2018.0027
2,10.1353/aq.2018.0029,crossref,NA,NA,FALSE,FALSE,TRUE,NA,closed,Queer Indie Video Games as an Alternative Digital Humanities: Counterstrategies for Cultural Critique through Interactive Media,https://doi.org/10.1353/aq.2018.0029
2,10.1353/aq.2018.0031,crossref,oa repository (via OAI-PMH title and first author match),https://hcommons.org/deposits/download/hc:21406/CONTENT/hamraie_mapping-access_aq.pdf/,FALSE,TRUE,TRUE,NA,green,"Mapping Access: Digital Humanities, Disability Justice, and Sociospatial Practice",https://doi.org/10.1353/aq.2018.0031
2,10.1353/aq.2018.0045,crossref,NA,NA,FALSE,FALSE,TRUE,NA,closed,Forum Introduction,https://doi.org/10.1353/aq.2018.0045
2,10.1353/aq.2018.0048,crossref,NA,NA,FALSE,FALSE,TRUE,NA,closed,"Run with Whatever You Can Carry"": Cross-Platform Materials and Methods in Performance Studies–Meets–Digital Humanities",https://doi.org/10.1353/aq.2018.0048
2,10.1353/aq.2018.0051,crossref,NA,NA,FALSE,FALSE,TRUE,NA,closed,Knowing Why Revolution Must Come: Digital Humanities as Poetry and Prayer,https://doi.org/10.1353/aq.2018.0051
2,10.1353/aq.2018.0054,crossref,NA,NA,FALSE,FALSE,TRUE,NA,closed,Precarious Labor and the Digital Humanities,https://doi.org/10.1353/aq.2018.0054
2,10.1353/aq.2018.0055,crossref,NA,NA,FALSE,FALSE,TRUE,NA,closed,"The Digital Humanities, American Studies, and the Anti-Eviction Mapping Project",https://doi.org/10.1353/aq.2018.0055
2,10.3390/ijgi7090360,crossref,open (via page says license),https://www.mdpi.com/2220-9964/7/9/360/pdf,TRUE,TRUE,FALSE,cc-by,gold,Share Our Cultural Heritage (SOCH): Worldwide 3D Heritage Reconstruction and Visualization via Web and Mobile GIS,https://doi.org/10.3390/ijgi7090360
2,10.1007/s00608-018-0600-7,crossref,NA,NA,FALSE,FALSE,TRUE,NA,closed,Die Erwachsenen kannst Du vergessen,https://doi.org/10.1007/s00608-018-0600-7
2,10.1002/leap.1185,crossref,NA,NA,FALSE,FALSE,TRUE,NA,closed,The academic eBook ecosystem reinvigorated: A perspective from the USA,https://doi.org/10.1002/leap.1185
2,10.1093/llc/fqx051,crossref,NA,NA,FALSE,FALSE,TRUE,NA,closed,At the crossroads of digital humanities and historical lexicography: The Middle Dutch ‘seemly play (abel spel) of Winter and Summer’ as a research case,https://doi.org/10.1093/llc/fqx051
2,10.1007/s00799-017-0210-1,crossref,NA,NA,FALSE,FALSE,TRUE,NA,closed,The references of references: a method to enrich humanities library catalogs with citation data,https://doi.org/10.1007/s00799-017-0210-1
2,10.1007/s11192-018-2803-x,crossref,NA,NA,FALSE,FALSE,TRUE,NA,closed,LitStoryTeller+: an interactive system for multi-level scientific paper visual storytelling with a supportive text mining toolbox,https://doi.org/10.1007/s11192-018-2803-x
2,10.1007/s40647-018-0224-0,crossref,oa repository (via OAI-PMH doi match),https://oaktrust.library.tamu.edu/bitstream/1969.1/166401/1/china.pdf,FALSE,TRUE,TRUE,cc-by-nc-nd,green,Digital Humanities Within a Global Context: Creating Borderlands of Localized Expression,https://doi.org/10.1007/s40647-018-0224-0
2,10.1016/j.jasrep.2018.05.025,crossref,NA,NA,FALSE,FALSE,TRUE,NA,closed,High-resolution dynamic illustrations in soil micromorphology: A proposal for presenting and sharing primary research data in publication,https://doi.org/10.1016/j.jasrep.2018.05.025
2,10.1016/j.clsr.2018.05.032,crossref,NA,NA,FALSE,FALSE,TRUE,NA,closed,Structuring modern life running on software. Recognizing (some) computer programs as new “ digital persons ”,https://doi.org/10.1016/j.clsr.2018.05.032
2,10.1111/hic3.12461,crossref,NA,NA,FALSE,FALSE,TRUE,NA,closed,Medieval English peasant women and their historians: A historiography with a future?,https://doi.org/10.1111/hic3.12461
2,10.1007/s00146-017-0741-4,crossref,NA,NA,FALSE,FALSE,TRUE,NA,closed,Nothing but a human,https://doi.org/10.1007/s00146-017-0741-4
2,10.1515/bfp-2018-0031,crossref,open (via free pdf),http://www.degruyter.com/downloadpdf/j/bfup.2018.42.issue-2/bfp-2018-0031/bfp-2018-0031.xml,FALSE,TRUE,TRUE,NA,bronze,Lesen und Schreiben im digitalen Dickicht,https://doi.org/10.1515/bfp-2018-0031
2,10.1016/j.lisr.2018.08.003,crossref,NA,NA,FALSE,FALSE,TRUE,NA,closed,"Interdisciplinary scholarly collaboration in data-intensive, public-funded, international digital humanities project work",https://doi.org/10.1016/j.lisr.2018.08.003
2,10.3390/ijgi7070262,crossref,open (via page says license),https://www.mdpi.com/2220-9964/7/7/262/pdf,TRUE,TRUE,FALSE,cc-by,gold,Historical Collaborative Geocoding,https://doi.org/10.3390/ijgi7070262
